500,FSA,3926.04,11.8966152,11.04842507,0.1-IFA,4237.93,13.84251951,12.99547501,0.2-IFA,,,,0.3-IFA,,,,0.1-DS,3265.59,14.19546707,13.44079965,0.2-DS,,,,0.3-DS,,,,0.1-RS,3586.64,14.74130281,13.97201846,0.2-RS,,,,0.3-RS,,,,Greedy,1183.32,15.42726099,14.76515482
700,FSA,3889.35,11.8966152,11.04623155,,3962.74,13.84251951,13.00535754,,,,,,,,,,2816.11,14.36810518,13.59651962,,,,,,,,,,3338.97,15.03063218,14.27516078,,,,,,,,,Greedy,1210.84,15.4278367,14.76515096
1000,,5237.78,11.8966152,11.04351366,,5503.8,13.84251951,13.02523775,,,,,,,,,,2981.22,14.43478943,13.663119,,,,,,,,,,3421.53,15.10907019,14.35795693,,,,,,,,,,1201.66,15.43268229,14.76636889
1200,,4458.08,11.8966152,11.0448352,,4742.44,13.84251951,13.02088864,,,,,,,,,,3384.84,14.40790161,13.64702682,,,,,,,,,,3228.9,15.25218881,14.52343304,,,,,,,,,,1201.66,15.43240163,14.76637275
1500,,4797.48,11.8966152,11.04604974,,4393.87,13.84251951,13.01563749,,,,,,,,,,3256.41,14.46977605,13.70436221,,,,,,,,,,3256.41,15.30725942,14.5757873,,,,,,,,,,1357.6,15.43893835,14.76659298
2000,,3201.38,11.8966152,11.05296563,,5531.32,13.84251951,13.01143182,,,,,,,,,,3522.43,14.51645923,13.74991655,,,,,,,,,,4026.95,15.36233002,14.62814155,,,,,,,,,,1201.66,15.43988851,14.76655821
